Program ID,Facility Name,Town,County,Withdrawal Category,Withdrawal Type,Reporting Year,Average Day Withdrawal (MGD),Maximum Day Withdrawal (MGD),Easting,Northing
WWR0000318,"Collins, Tn",Collins (T),Erie,Public Water Supply,Groundwater,2012,0.11,0.32,177853,4712276
WWR0000320,Colonie Golf and Country Club,New Scotland (T),Albany,Recreational - Golf Course,Surface Water,2012,0.04,0.26,588994,4721650
WWR0000321,Colton Water District,Colton (T),St. Lawrence,Public Water Supply,Groundwater,2012,0.04,0.16,504900,4933351
WWR0000322,Columbia Golf & Country Club,Claverack (T),Columbia,Recreational - Golf Course,Surface Water,2012,0.05,0.19,607589,4676707
WWR0000325,"Conklin, Tn",Conklin (T),Broome,Public Water Supply,Groundwater,2012,0.21,0.42,433342,4655578
WWR0000461,Consoilidated Edison - East River Generating Station,New York (T),New York,Power - Fossil Fuel,Surface Water,2012,218.5,371.8,586650,4509048
WWR0000002,Consolidated Edison- 59th Street,New York (T),New York,Power - Fossil Fuel,Surface Water,2012,3.21,4.3,584930,4513964
WWR0000328,Cooperstown Dreams Park,Hartwick (T),Otsego,Recreational - Other,Groundwater; Surface Water,2012,0.05,0.15,502920,4720632
WWR0000329,"Cooperstown, Vg",Otsego (T),Otsego,Public Water Supply,Surface Water,2012,0.48,0.98,506380,4727544
WWR0000330,Copake Country Club,Copake (T),Columbia,Recreational - Golf Course,Surface Water,2012,0.04,0.24,615420,4667663
WWR0000333,Corbett Hill Gravel Products,Randolph (T),Cattaraugus,Mine Dewatering,Groundwater; Surface Water,2012,2.86,3.71,173829,4669508
WWR0000334,Corbin Hills Water Supply,Highlands (T),Orange,Public Water Supply,Groundwater,2012,0.01,0.04,584626,4576686
WWR0000339,Cornell University - Ag. Research Facilities (CALS),Ithaca (C),Tompkins,Agricultural,Groundwater; Surface Water,2012,0.05,0.14,378408,4700633
WWR0000340,Cornell University - Chilled Water Plant 1,Ithaca (C),Tompkins,Institutional,Surface Water,2012,0,0,378364,4700947
WWR0000342,Cornell University - Heat Exchange Facility,Ithaca (T),Tompkins,Institutional,Surface Water,2012,21,45,376457,4703254
WWR0001880,Cornell University - Hydroelectric Plant,Ithaca (C),Tompkins,Power - Other,Surface Water,2012,40,95,377876,4701042
WWR0000343,Cornell University - Water Filtration Plant,Ithaca (T),Tompkins,Institutional,Surface Water,2012,1.39,1.93,380277,4701208
WWR0000344,Cornerest Farm,Hebron (T),Washington,Agricultural,Groundwater; Surface Water,2012,0.01,0.01,640550,4800133
WWR0000352,"Corning, City",Corning (C),Steuben,Public Water Supply,Groundwater,2012,1.2,1.4,330828,4667602
WWR0000346,Corning Country Club,Corning (T),Steuben,Recreational - Golf Course,Groundwater,2012,0.03,0.56,333755,4665418
WWR0000345,Corning - Erwin Facility,Erwin (T),Steuben,Industrial,Groundwater,2012,0.06,0.08,322622,4664767
WWR0000350,Corning Inc,Corning (C),Steuben,Commercial,Groundwater,2012,1.99,3.82,329804,4668036
WWR0000349,Corning Inc - Big Flats,Big Flats (T),Chemung,Industrial,Groundwater,2012,0.02,0.07,341162,4666678
WWR0000348,Corning Inc - Canton Plant,Dekalb (T),St. Lawrence,Industrial,Groundwater; Surface Water,2012,0.01,0.03,474861,4933973
WWR0000351,Corning Inc - Sullivan Park,Erwin (T),Steuben,Commercial,Groundwater,2012,0.19,0.46,324488,4669741
WWR0000353,"Corning, Tn - Corning Manor Water District",Corning (T),Steuben,Public Water Supply,Groundwater; Purchase,2012,0.05,0.18,331815,4665277
WWR0000356,Cortland Asphalt Products,Cortlandville (T),Cortland,Industrial,Groundwater,2012,0.02,0.05,405751,4719899
WWR0000358,"Cortland, City",Cortland (C),Cortland,Public Water Supply,Groundwater,2012,2.5,3,403321,4716960
WWR0000357,Cortland Country Club,Cortlandville (T),Cortland,Recreational - Golf Course,Groundwater,2012,0.02,0.4,402691,4719860
WWR0000359,"Cortlandville, Tn",Cortlandville (T),Cortland,Public Water Supply,Groundwater,2012,0.64,1.1,400691,4714951
WWR0000361,Country Club of Buffalo,Amherst (T),Erie,Recreational - Golf Course,Groundwater,2012,0.63,0.99,196059,4764527
WWR0000362,Country Club of Rochester,Brighton (T),Monroe,Recreational - Golf Course,Surface Water,2012,0.05,0.3,293806,4778220
WWR0001568,Country Club of Troy,Brunswick (T),Rensselaer,Recreational - Golf Course,Surface Water,2012,0.01,0.2,611025,4731194
WWR0000363,Country Crossing,Woodbury (T),Orange,Public Water Supply,Groundwater,2012,0.02,0.08,571196,4579569
WWR0000586,Country Side Sand & Gravel,Dayton (T),Cattaraugus,Mine Dewatering,Surface Water,2012,1.46,,171370,4698386
WWR0000366,"County Line Stone Co, Inc",Newstead (T),Erie,Mine Dewatering,Surface Water,2012,11.2,14,216994,4763484
WWR0000368,"Coxsackie, Vg",Coxsackie (T),Greene,Public Water Supply,Surface Water,2012,0.67,1.11,598210,4689994
WWR0000369,Coyne Farms,Avon (T),Livingston,Agricultural,Groundwater,2012,0.04,0.04,280525,4753883
WWR0000370,Crag Burn Golf Club,Elma (T),Erie,Recreational - Golf Course,Surface Water,2012,0.07,0.37,199547,4744178
WWR0000372,Cranesville - Eastern Quarry,Kingston (T),Ulster,Mine Dewatering,Surface Water,2012,0.5,0.5,578353,4648781
WWR0000373,Cranesville - Hudson Valley Sand & Stone,Moreau (T),Saratoga,Mine Dewatering,Surface Water,2012,0.42,0.42,605539,4786473
WWR0000375,Cranesville - Scotia Sand & Stone,Glenville (T),Schenectady,Mine Dewatering,Surface Water,2012,0.46,0.46,582730,4744229
WWR0000376,Cranesville - Tully Pit,Tully (T),Onondaga,Mine Dewatering,Surface Water,2012,0.46,0.46,406869,4740349
WWR0000377,Cranesville - Watertown,Watertown (T),Jefferson,Mine Dewatering,Surface Water,2012,0.43,0.43,429579,4866185
WWR0001865,Crest Valley Farm,Nichols (T),Tioga,Agricultural,Surface Water,2012,0.16,,379795,4654233
WWR0000379,Crist Bros Orchards,Montgomery (T),Orange,Agricultural,Groundwater; Surface Water,2012,0.06,0.31,569713,4600227
WWR0000380,"Croghan, Vg",Croghan (T),Lewis,Public Water Supply,Groundwater,2012,0.17,0.36,468518,4860230
WWR0000384,"Crown Point, Tn",Crown Point (T),Essex,Public Water Supply,Surface Water,2012,0.09,0.22,627183,4867413
WWR0000385,Crystal Water Supply Co,Thompson (T),Sullivan,Public Water Supply,Groundwater,2012,0.08,0.21,525783,4616573
WWR0000386,CTS Dairy,Ellisburg (T),Jefferson,Agricultural,Groundwater,2012,0.03,0.03,406399,4843252
WWR0000387,"Cuba, Vg",Cuba (T),Allegany,Public Water Supply,Groundwater,2012,0.21,0.49,229677,4679113
WWR0000388,CY Farms LLC,Elba (T),Genesee,Agricultural,Groundwater; Surface Water,2012,0.07,1.75,246442,4776797
WWR0000390,Dagele Bros Produce,Warwick (T),Orange,Agricultural,Groundwater,2012,0.05,0.12,550710,4574792
WWR0000393,"Damin Farm, LLC",Prattsburg (T),Steuben,Agricultural,Groundwater,2012,0.04,0.04,313211,4712048
WWR0000395,Danskammer Generating,Newburgh (T),Orange,Power - Fossil Fuel,Surface Water,2012,267.6,455.04,586117,4603016
WWR0000396,"Dansville, Vg",North Dansville (T),Livingston,Public Water Supply,Groundwater; Surface Water,2012,0.6,1.1,278711,4715422
WWR0000398,Davandjer Farms,Warwick (T),Orange,Agricultural,Groundwater,2012,0.02,0.12,542601,4571676
WWR0000399,Davenport Farms,Marbletown (T),Ulster,Agricultural,Surface Water,2012,0.02,0.1,571840,4634362
WWR0000401,Davos / Riverside Water System,Fallsburg (T),Sullivan,Public Water Supply,Groundwater,2012,0.09,0.38,532015,4618369
WWR0000392,DCWWA - Dalton Farms,Beekman (T),Dutchess,Public Water Supply,Groundwater,2012,0.12,0.16,608292,4608207
WWR0000776,DCWWA - Hyde Park,Hyde Park (T),Dutchess,Public Water Supply,Surface Water,2012,1.04,1.43,588366,4625476
WWR0001595,DCWWA - Valley Dale (Hillis Park),Pleasant Valley (T),Dutchess,Public Water Supply,Groundwater,2012,0.03,0.05,598406,4620186
WWR0000403,DeBuck's Sod Farm,Warwick (T),Orange,Agricultural,Groundwater; Surface Water,2012,0.3,1,541361,4572646
WWR0000406,Deerfield Country Club,Clarkson (T),Monroe,Recreational - Golf Course,Surface Water,2012,0.11,0.27,267826,4792385
WWR0000407,Deerwood Golf Course,North Tonawanda (C),Niagara,Recreational - Golf Course,Surface Water,2012,0.12,,187978,4772312
WWR0000496,"Delanson, Vg",Duanesburg (T),Schenectady,Public Water Supply,Surface Water,2012,,,566471,4732796
WWR0000410,"Delevan, Vg",Yorkshire (T),Cattaraugus,Public Water Supply,Groundwater; Surface Water,2012,0.11,0.19,213982,4709908
WWR0000411,Delhi College Golf Course,Delhi (T),Delaware,Recreational - Golf Course,Surface Water,2012,0.08,0.16,505890,4677925
WWR0000412,"Delhi, Vg",Delhi (T),Delaware,Public Water Supply,Groundwater,2012,0.31,0.44,506784,4680699
WWR0000408,Del Mar Farms Inc,Batavia (T),Genesee,Agricultural,Surface Water,2012,1.23,4.55,231010,4767112
WWR0000413,Demko Farms Inc,Martinsburg (T),Lewis,Agricultural,Surface Water,2012,0.06,0.07,462632,4840491
WWR0000414,"Deposit, Vg",Sanford (T),Broome,Public Water Supply,Groundwater,2012,0.27,0.5,464780,4656578
WWR0000402,"DeRuyter, Vg",De Ruyter (T),Madison,Public Water Supply,Groundwater,2012,0.04,0.12,427612,4734429
WWR0000415,"Dexter, Vg",Brownville (T),Jefferson,Public Water Supply,Groundwater,2012,0.08,0.14,416305,4873025
WWR0001877,Diamond Hawk Golf Course,Cheektowaga (T),Erie,Recreational - Golf Course,Surface Water; Purchase,2012,0.11,0.38,197022,4759567
WWR0000416,Diamond Point Water District,Lake George (T),Warren,Public Water Supply,Groundwater,2012,0.03,0.08,606199,4815005
WWR0000389,"D & J Brawdy Farms, Inc",Eden (T),Erie,Agricultural,Surface Water,2012,0.19,0.5,182808,4731070
WWR0000418,"Dolgeville, Vg",Salisbury (T),Herkimer,Public Water Supply,Surface Water,2012,0.66,0.89,518673,4772314
WWR0000419,Dolomite Products - Avon Sand & Gravel,Avon (T),Livingston,Mine Dewatering,Groundwater,2012,0,0,282797,4755263
WWR0000420,Dolomite Products - Blades Bath,Bath (T),Steuben,Mine Dewatering,Groundwater,2012,0,,306676,4687976
WWR0000421,Dolomite Products - Blades Howard,Howard (T),Steuben,Mine Dewatering,Groundwater,2012,0.62,,293576,4692496
WWR0000423,Dolomite Products - Circular Hill,Le Roy (T),Genesee,Mine Dewatering,Groundwater,2012,0,0,258735,4764458
WWR0001868,Dolomite Products - Cleason Newark S & G,Arcadia (T),Wayne,Mine Dewatering,Surface Water,2012,0.22,0.3,327380,4770547
WWR0000425,Dolomite Products - Gates Quarry,Gates (T),Monroe,Mine Dewatering,Groundwater,2012,2.29,,281832,4780803
WWR0000427,Dolomite Products - Leroy Quarry,Le Roy (T),Genesee,Mine Dewatering,Groundwater,2012,0.24,,260383,4763715
WWR0000428,Dolomite Products - Manchester Quarry,Manchester (T),Ontario,Mine Dewatering,Groundwater,2012,2.7,,322125,4757677
WWR0000429,Dolomite Products - Mendon Sand & Gravel,West Bloomfield (T),Ontario,Mine Dewatering,Groundwater,2012,0.16,,296369,4757097
WWR0000430,Dolomite Products - Ogden Quarry,Ogden (T),Monroe,Mine Dewatering,Groundwater,2012,1.14,,272704,4782671
WWR0000424,Dolomite Products - Palmer,Palmyra (T),Wayne,Mine Dewatering,Groundwater,2012,,,327173,4770643
WWR0000431,Dolomite Products - Penfield Quarry,Penfield (T),Monroe,Mine Dewatering,Groundwater,2012,1.06,,298234,4780159
WWR0000433,Dolomite Products - Shadow Pine Golf Club,Penfield (T),Monroe,Recreational - Golf Course,Surface Water,2012,0.07,,297845,4780002
WWR0000434,Dolomite Products - Walworth Quarry,Walworth (T),Wayne,Mine Dewatering,Groundwater,2012,0.22,,311655,4782000
WWR0000436,Doral Arrowwood,Rye (T),Westchester,Recreational - Golf Course,Surface Water,2012,0.04,0.32,610369,4544290
WWR0000437,Double H Ranch,Lake Luzerne (T),Warren,Recreational - Snow Making,Groundwater,2012,0.02,0.04,598038,4803109
WWR0000438,Dover Plains Water,Dover (T),Dutchess,Public Water Supply,Groundwater,2012,0.14,0.16,618064,4621481
WWR0000441,"Dressel Farms, LLC",New Paltz (T),Ulster,Agricultural,Groundwater; Surface Water,2012,0,0,573893,4618556
WWR0000443,"Dryden, Vg",Dryden (T),Tompkins,Public Water Supply,Groundwater,2012,0.21,0.4,393357,4704951
WWR0000442,Dry Hill Ski Area,Watertown (T),Jefferson,Recreational - Snow Making,Surface Water,2012,0.26,0.72,427623,4864626
WWR0000444,Dudley Water Supply,Cato (T),Cayuga,Public Water Supply,Groundwater,2012,0.07,0.14,375226,4779601
WWR0001848,Dudley Water Supply - Bulk Water,Cato (T),Cayuga,Bottled/Bulk Water,Groundwater,2012,0.01,0.14,375236,4779611
WWR0000445,"Dundee, Vg",Starkey (T),Yates,Public Water Supply,Groundwater,2012,0.19,0.44,337493,4709777
WWR0000447,"Dunkirk, City",Dunkirk (C),Chautauqua,Public Water Supply,Surface Water,2012,3.52,5.18,144171,4713073
WWR0000446,Dunkirk Generating Station,Dunkirk (C),Chautauqua,Power - Fossil Fuel,Surface Water,2012,125.37,,142704,4713453
WWR0000255,Dunn Paper(Cellu Tissue - Natural Dam),Gouverneur (T),St. Lawrence,Industrial,Surface Water,2012,1.58,2.15,459727,4909310
WWR0000449,DuPont Niagara,Niagara Falls (C),Niagara,Industrial,Surface Water,2012,28,43,171894,4777692
WWR0000450,Durand-Eastman Golf Club,Rochester (C),Monroe,Recreational - Golf Course,Surface Water,2012,0.12,0.22,291492,4789955
WWR0000453,Dutchess Golf & Country Club,Poughkeepsie (T),Dutchess,Recreational - Golf Course,Groundwater; Surface Water,2012,0.03,,589158,4613544
WWR0000440,Dutchess Quarry & Supply Co - Pleasant Valley,Pleasant Valley (T),Dutchess,Mine Dewatering,Groundwater; Surface Water,2012,0.54,1.08,598590,4624871
WWR0000452,Dutch Hollow Country Club,Owasco (T),Cayuga,Recreational - Golf Course,Surface Water,2012,0.03,0.11,381162,4746609
WWR0000454,Dyker Beach Golf Course,Kings (T),Kings,Recreational - Golf Course,Surface Water,2012,0.05,0.47,582884,4496672
WWR0000456,Eagle Crest Golf Club,Clifton Park (T),Saratoga,Recreational - Golf Course,Groundwater; Surface Water,2012,0.02,0.24,593660,4749421
WWR0000457,"Earlville, Vg",Hamilton (T),Madison,Public Water Supply,Groundwater,2012,0.05,0.2,455399,4732117
WWR0000458,East Aurora Country Club,Elma (T),Erie,Recreational - Golf Course,Surface Water,2012,0.08,0.19,204855,4743280
WWR0000463,Eastern Alloys,Montgomery (T),Orange,Industrial,Groundwater,2012,0,0,566395,4595388
WWR0000459,East Louisville Water District #1,Louisville (T),St. Lawrence,Public Water Supply,Surface Water,2012,0.11,0.2,502521,4974165
WWR0000460,East Randolph,Cold Spring (T),Cattaraugus,Public Water Supply,Groundwater,2012,0.17,0.21,170877,4675347
WWR0001254,Eastwoods (Pound Ridge Golf Club),Pound Ridge (T),Westchester,Recreational - Golf Course,Groundwater,2012,0.09,0.12,620031,4559725
WWR0000467,ECWA - Sturgeon Point,Evans (T),Erie,Public Water Supply,Surface Water,2012,48.8,71.6,169277,4734416
WWR0000468,ECWA - Van De Water,Tonawanda (T),Erie,Public Water Supply,Surface Water,2012,19.78,47.3,179107,4765667
WWR0000471,Edison Club Golf Course,Clifton Park (T),Saratoga,Recreational - Golf Course,Surface Water,2012,0.15,,591290,4745361
WWR0000448,E.I. DuPont Co - Yerkes Plant,Tonawanda (T),Erie,Industrial,Surface Water,2012,3.58,5.12,180436,4764343
WWR0000475,Elam Sand & Gravel - Oaks Corners,Phelps (T),Ontario,Mine Dewatering,Surface Water,2012,0.15,0.55,337074,4755489
WWR0000476,Elam Sand & Gravel - West Bloomfield,West Bloomfield (T),Ontario,Mine Dewatering,Surface Water,2012,0.17,0.55,297033,4753237
WWR0000477,"Elba, Vg",Elba (T),Genesee,Public Water Supply,Groundwater,2012,0.09,0.18,240621,4774726
WWR0000478,Elkdale Country Club,Little Valley (T),Cattaraugus,Recreational - Golf Course,Groundwater; Surface Water,2012,0.07,0.33,190198,4679241
WWR0000479,"Ellenville, Vg",Wawarsing (T),Ulster,Public Water Supply,Groundwater; Surface Water,2012,0.6,0.85,550318,4618728
WWR0000480,"Ellicottville, Tn Water District #1",Ellicottville (T),Cattaraugus,Public Water Supply,Groundwater,2012,0.09,,197095,4686845
WWR0000481,"Ellicottville, Vg",Ellicottville (T),Cattaraugus,Public Water Supply,Groundwater,2012,0.4,,197093,4686843
WWR0000482,"Ellisburg, Tn, Water District #1",Ellisburg (T),Jefferson,Public Water Supply,Groundwater,2012,0.1,0.15,408502,4842779
WWR0000484,Elmira College - Murray Center,Veteran (T),Chemung,Institutional,Groundwater,2012,0.05,0.26,347568,4675058
WWR0000485,Elmira Water Board,Elmira (C),Chemung,Public Water Supply,Groundwater; Surface Water,2012,5.98,8.78,348211,4662632
WWR0000483,Elm Tree Golf Course,Virgil (T),Cortland,Recreational - Golf Course,Groundwater,2012,0,0.01,396898,4711176
WWR0000486,Elmwood Country Club,Greenburgh (T),Westchester,Recreational - Golf Course,Surface Water,2012,0.07,0.3,598603,4543424
WWR0000488,Emerald Green Louise Marie Water Co,Thompson (T),Sullivan,Public Water Supply,Groundwater; Surface Water,2012,0.42,0.92,534859,4607221
WWR0000490,Emmi & Sons Inc,Lysander (T),Onondaga,Agricultural,Surface Water; Purchase,2012,0.26,0.58,386133,4780505
WWR0000493,Endicott Water District,Union (T),Broome,Public Water Supply,Groundwater,2012,4.36,5.3,413127,4661183
WWR0000497,"Erwin, Tn",Campbell (T),Steuben,Public Water Supply,Groundwater,2012,0.87,1.51,325716,4668684
WWR0001530,E Tetz &Sons - Phillipsburg,Wallkill (T),Orange,Mine Dewatering,Groundwater,2012,0,0,553243,4587090
WWR0000498,Evans Chemetics LP,Waterloo (T),Seneca,Industrial,Groundwater; Surface Water; Purchase,2012,3.4,4.4,348625,4751600
WWR0000499,"Evans Mills, Vg",Le Ray (T),Jefferson,Public Water Supply,Groundwater,2012,0.07,0.08,435977,4881526
WWR0001795,Fairways of Halfmoon,Halfmoon (T),Saratoga,Recreational - Golf Course,Surface Water,2012,0.08,0.72,605207,4750836
WWR0000506,Fallsburg-WHO-LS-SF,Fallsburg (T),Sullivan,Public Water Supply,Groundwater,2012,1.24,2.27,532098,4618450
WWR0000504,Farview Golf Course,Avon (T),Livingston,Recreational - Golf Course,Groundwater; Surface Water,2012,0.03,0.14,274053,4751574
WWR0000509,Fenway Golf Club,Scarsdale (T),Westchester,Recreational - Golf Course,Groundwater; Surface Water,2012,0.07,0.32,603842,4539453
WWR0000510,Ferro Electronic Materials,Torrey (T),Yates,Industrial,Surface Water,2012,0.05,0.07,340607,4726687
WWR0000502,FH Stickles Mine,Livingston (T),Columbia,Mine Dewatering,Groundwater; Surface Water,2012,18.12,28.9,599618,4664665
WWR0000511,FiberMark - Brownville(Neenah Northeast),Hounsfield (T),Jefferson,Industrial,Surface Water,2012,0.18,0.42,421267,4872491
WWR0000512,Finch Paper LLC,Glens Falls (C),Warren,Industrial,Groundwater; Surface Water,2012,26.1,38.48,610292,4795827
WWR0000518,Fino Farms,Marlborough (T),Ulster,Agricultural,Surface Water,2012,0,0,584241,4610887
WWR0000515,Fishkill Farms,East Fishkill (T),Dutchess,Agricultural,Surface Water,2012,0.02,0.22,598170,4596773
WWR0000516,"Fishkill, Vg",Fishkill (T),Dutchess,Public Water Supply,Groundwater,2012,1.61,2.5,591531,4598778
WWR0000817,Fitzpatrick Nuclear Power Plant,Scriba (T),Oswego,Power - Nuclear,Surface Water,2012,475,596,387084,4819759
WWR0000517,Fix Bros,Livingston (T),Columbia,Agricultural,Groundwater; Surface Water,2012,0.08,0.51,596518,4671422
WWR0000520,"Fleischmanns, Vg",Middletown (T),Delaware,Public Water Supply,Groundwater; Surface Water,2012,0.04,0.12,538909,4667290
WWR0000519,Fleischmann's Vinegar Co,Rose (T),Wayne,Industrial,Groundwater,2012,0,0,346774,4782158
WWR0000521,Fleurchem Inc,Middletown (C),Orange,Commercial,Groundwater,2012,0.07,0.08,548977,4588118
WWR0000522,"Florida, Vg",Chester (T),Orange,Public Water Supply,Surface Water,2012,0.48,0.73,553850,4575693
WWR0000523,FMC PeroxyChem,Tonawanda (T),Erie,Industrial,Surface Water,2012,9.65,13.78,179843,4765277
WWR0000524,"Fonda, Vg",Mohawk (T),Montgomery,Public Water Supply,Surface Water,2012,0.52,0.79,544943,4753827
WWR0000525,Ford Gum,Newstead (T),Erie,Industrial,Groundwater,2012,0.97,0.97,215197,4769559
WWR0000526,"Forestport, Tn",Forestport (T),Oneida,Public Water Supply,Groundwater,2012,0.02,0.03,483996,4809065
WWR0000527,Forever Wild Water Co.,Jay (T),Essex,Public Water Supply,Groundwater,2012,0.03,,599925,4915177
